ID,Crop_Type,Growth_Stage,Soil_Moisture_pct,Temperature_C,Humidity_pct,Rainfall_7day_mm,Soil_pH,Solar_Radiation_MJm2,Water_Requirement_mm,Irrigate
1906,Potato,Flowering,61.43,38.24,35.7,47.47,7.28,18.47,47.4,Yes
1907,Maize,Maturation,12.79,40.74,45.62,53.68,8.15,25.95,40.03,Yes
1908,Soybean,Flowering,41.24,17.1,60.03,37.07,5.57,21.92,34.55,Yes
1909,Wheat,Maturation,16.87,36.63,84.72,18.05,7.76,10.12,39.56,Yes
1910,Maize,Seedling,48.82,31.42,72.92,5.4,8.22,20.49,30.29,Yes
1911,Rice,Maturation,53.37,33.53,66.76,34.7,7.82,20.06,51.81,Yes
1912,Rice,Flowering,44.14,27.52,93.23,13.4,7.57,17.63,104.48,Yes
1913,Wheat,Seedling,55.02,35.87,89.62,38.3,7.8,23.99,2.8,No
1914,Tomato,Vegetative,40.51,30.71,88.45,64.3,6.33,29.23,23.08,No
1915,Sugarcane,Seedling,49.44,41.88,38.98,57.79,6.93,10.02,31.9,Yes
1916,Sugarcane,Vegetative,47.52,37.64,44.86,53.0,5.97,15.04,65.74,Yes
1917,Sugarcane,Flowering,39.24,22.53,43.74,10.53,7.75,20.5,104.42,Yes
1918,Soybean,Vegetative,52.07,33.17,77.82,58.78,5.88,22.68,17.64,No
1919,Wheat,Flowering,66.23,33.79,44.24,10.5,7.65,19.96,49.08,Yes
1920,Rice,Vegetative,32.38,20.24,88.4,60.74,7.01,18.36,49.35,Yes
1921,Wheat,Maturation,25.21,20.32,74.34,65.99,6.53,25.86,0,No
1922,Potato,Maturation,31.35,39.38,36.24,42.98,5.9,11.42,42.63,Yes
1923,Wheat,Vegetative,69.44,17.42,74.37,65.04,8.43,11.48,0,No
1924,Wheat,Vegetative,44.92,40.81,44.18,75.53,5.59,14.96,22.02,No
1925,Sugarcane,Seedling,47.21,25.58,39.8,6.49,8.11,28.78,43.92,Yes
1926,Wheat,Flowering,34.35,38.89,92.97,33.41,8.41,17.87,46.46,Yes
1927,Wheat,Maturation,24.03,25.64,39.94,45.63,7.91,17.24,22.77,No
1928,Sugarcane,Flowering,49.36,26.91,58.05,78.38,7.55,22.09,66.85,Yes
1929,Cotton,Vegetative,44.05,24.28,49.65,48.36,6.0,13.8,37.86,Yes
1930,Tomato,Seedling,15.31,41.15,46.62,62.87,7.5,28.39,22.94,No
1931,Soybean,Flowering,25.99,19.09,74.15,68.01,7.41,29.1,22.33,No
1932,Rice,Maturation,18.85,21.48,50.22,65.65,5.75,22.02,41.55,Yes
1933,Tomato,Flowering,23.24,30.11,82.32,70.99,7.66,29.25,45.29,Yes
1934,Maize,Flowering,50.0,24.85,45.33,19.64,8.35,28.99,59.03,Yes
1935,Wheat,Vegetative,14.65,34.07,53.78,53.48,7.0,10.56,34.94,Yes
1936,Potato,Maturation,64.97,30.22,47.46,26.47,6.86,21.74,22.54,No
1937,Sugarcane,Flowering,66.82,24.73,45.6,29.66,6.92,27.14,77.45,Yes
1938,Tomato,Seedling,35.85,39.46,38.22,14.17,6.36,10.44,45.73,Yes
1939,Wheat,Flowering,65.52,40.29,89.61,24.51,5.76,16.83,40.09,Yes
1940,Soybean,Flowering,44.54,25.72,84.88,14.54,8.06,14.79,44.73,Yes
1941,Potato,Flowering,18.2,24.93,76.63,78.98,6.3,17.7,36.43,Yes
1942,Sugarcane,Vegetative,24.87,39.23,91.16,65.33,6.4,16.33,60.09,Yes
1943,Sugarcane,Vegetative,53.1,16.51,66.83,17.6,7.81,14.52,63.54,Yes
1944,Wheat,Seedling,42.05,33.53,37.93,75.21,7.97,28.4,0,No
1945,Maize,Seedling,14.76,34.71,59.03,73.29,7.17,16.37,11.77,No
1946,Sugarcane,Vegetative,35.98,39.46,81.84,20.78,8.03,23.01,85.85,Yes
1947,Potato,Seedling,16.75,20.24,92.72,69.58,8.3,23.53,0,No
1948,Soybean,Vegetative,23.35,27.01,59.44,46.18,6.7,16.48,28.38,Yes
1949,Cotton,Vegetative,38.08,18.01,89.22,51.66,5.64,25.26,24.27,No
1950,Potato,Seedling,11.48,40.27,51.16,41.53,8.45,10.73,27.94,Yes
1951,Maize,Maturation,61.38,19.81,38.32,24.74,6.46,23.25,19.61,No
1952,Wheat,Flowering,23.6,30.49,81.46,61.54,6.15,17.96,30.95,Yes
1953,Rice,Maturation,69.61,39.53,42.9,15.85,7.37,17.02,65.36,Yes
1954,Maize,Seedling,46.06,20.04,77.21,68.48,7.85,16.88,0,No
1955,Soybean,Flowering,59.63,38.21,74.39,72.76,5.95,13.02,23.25,No
1956,Cotton,Vegetative,63.62,31.29,41.33,22.99,8.06,23.82,42.73,Yes
1957,Cotton,Flowering,23.53,21.12,57.74,40.58,8.42,19.39,64.83,Yes
1958,Potato,Seedling,40.69,25.51,62.36,76.77,7.79,26.14,0,No
1959,Cotton,Maturation,12.31,15.38,38.1,31.71,6.56,26.91,40.51,Yes
1960,Maize,Seedling,67.82,28.31,81.59,50.42,8.27,25.24,0,No
1961,Sugarcane,Maturation,38.71,23.76,78.99,10.48,6.13,29.4,56.39,Yes
1962,Maize,Vegetative,67.14,39.83,63.04,50.78,7.76,15.84,30.66,Yes
1963,Maize,Flowering,43.61,33.1,78.14,12.34,7.95,29.82,62.35,Yes
1964,Soybean,Maturation,13.43,19.94,87.75,79.43,6.51,17.43,0,No
1965,Wheat,Maturation,24.53,39.22,81.37,38.3,7.9,11.33,24.99,No
1966,Sugarcane,Maturation,51.02,28.28,36.8,18.91,6.96,16.31,53.28,Yes
1967,Sugarcane,Seedling,49.19,23.75,30.88,52.8,6.16,17.71,19.45,No
1968,Sugarcane,Maturation,23.75,37.36,60.78,29.23,5.69,24.61,66.26,Yes
1969,Potato,Seedling,31.69,21.79,34.73,13.94,7.38,11.35,33.64,Yes
1970,Sugarcane,Seedling,14.65,35.69,73.76,26.4,6.31,21.39,54.7,Yes
1971,Rice,Maturation,45.55,20.71,50.87,43.77,6.57,13.7,41.74,Yes
1972,Maize,Seedling,25.22,26.73,40.29,1.19,7.37,23.04,38.67,Yes
1973,Rice,Vegetative,53.74,17.42,49.99,75.26,7.21,25.04,31.74,Yes
1974,Tomato,Maturation,41.92,32.48,56.39,45.31,7.07,14.31,30.2,Yes
1975,Maize,Maturation,39.43,28.06,35.19,48.16,7.81,12.64,19.72,No
1976,Wheat,Maturation,67.55,33.78,92.65,42.78,6.93,20.89,0,No
1977,Soybean,Vegetative,60.44,40.27,91.15,54.8,8.2,23.97,17.43,No
1978,Rice,Maturation,29.73,20.09,92.0,53.77,7.86,22.74,37.88,Yes
1979,Maize,Vegetative,17.48,16.23,37.87,5.54,8.03,25.49,50.63,Yes
1980,Sugarcane,Maturation,57.97,22.67,30.45,4.0,5.92,29.36,57.63,Yes
1981,Potato,Maturation,28.37,29.71,79.56,39.71,6.39,18.96,23.17,No
1982,Rice,Maturation,58.97,25.41,52.59,55.25,5.6,27.16,35.02,Yes
1983,Wheat,Seedling,34.4,24.53,75.44,37.62,5.61,24.78,7.56,No
1984,Maize,Maturation,36.48,17.97,71.27,52.01,5.91,23.92,7.48,No
1985,Cotton,Flowering,22.35,33.76,68.58,57.52,6.04,17.0,65.46,Yes
1986,Tomato,Vegetative,35.59,21.34,35.09,25.12,6.37,20.49,47.52,Yes
1987,Soybean,Maturation,30.92,22.61,72.73,19.84,8.42,25.07,30.94,Yes
1988,Sugarcane,Vegetative,28.44,21.95,34.74,71.74,7.34,17.91,46.03,Yes
1989,Cotton,Vegetative,60.03,40.51,46.8,46.27,6.36,21.5,43.86,Yes
1990,Wheat,Vegetative,18.77,16.29,51.33,33.61,7.32,19.54,30.08,Yes
1991,Cotton,Flowering,15.99,19.26,92.88,79.82,7.78,18.91,42.39,Yes
1992,Potato,Seedling,38.74,23.14,85.36,27.82,6.36,24.2,11.0,No
1993,Tomato,Flowering,30.2,36.61,38.57,62.22,5.61,10.2,58.07,Yes
1994,Sugarcane,Maturation,65.73,19.01,69.71,45.33,7.97,12.83,28.47,Yes
1995,Soybean,Seedling,18.18,18.1,77.7,36.92,8.08,27.29,4.13,No
1996,Cotton,Flowering,44.94,31.96,84.57,77.11,7.17,18.6,41.13,Yes
1997,Rice,Vegetative,66.66,22.05,53.43,23.87,6.28,16.55,61.07,Yes
1998,Cotton,Flowering,12.88,20.53,87.87,15.24,6.72,28.66,76.79,Yes
1999,Maize,Seedling,61.48,20.26,59.74,14.65,6.72,23.12,11.49,No
2000,Potato,Maturation,40.27,33.71,82.06,31.7,7.96,26.62,27.96,Yes
